,sentence,pos_tags,chunk_id,chunk_type
1443,एक दिन बलवीर काका कस्तूरी काकी से बोले रोहन की मां भूख लग रही है ।,QC NN NNP NN NNP NN PSP VM NNP PSP NN NN VM VAUX VAUX SYM,NP NP NP2 NP2 NP3 NP3 NP3 VGF NP4 NP4 NP5 NP6 VGF2 VGF2 VGF2 BLK,child head child head child head child head head child head head head child child head
1444,खाना मिल सकता है क्या ?,NN VM VAUX VAUX WQ SYM,NP VGF VGF VGF RBP BLK,head head child child head head
1445,कस्तूरी - बेटी रोटी बन गयी क्या ?,NNP SYM NN NN VM VAUX WQ SYM,NP BLK NP2 NP3 VGF VGF RBP BLK2,head head head head head child head head
1446,तेरे बाबू जी का दवाई खाने का समय हो गया है ।,PRP NN RP PSP NN VM PSP NN VM VAUX VAUX SYM,NP NP2 NP2 NP2 NP3 VGNN VGNN NP4 VGF VGF VGF BLK,head head child child head head child head head child child head
1447,सिर चकरा रहा ।,NN VM VAUX SYM,NP VGF VGF BLK,head head child head
1448,इन्हें खाना दे दो ।,PRP NN VM VAUX SYM,NP NP2 VGF VGF BLK,head head head child head
1449,रजनी - वे तो हमेशा भूखे रहते हैं ।,NNP SYM PRP RP RB JJ VM VAUX SYM,NP BLK NP2 NP2 RBP JJP VGF VGF BLK2,head head head child head head head child head
1450,ये सब मुझसे अब नहीं होता ।,DEM PRP PRP PRP NEG VM SYM,NP NP NP2 NP3 VGF VGF BLK,child head head head child head head
1451,सासू दिन भर खटिया तोड़ती रहतीं हैं ।,NN NN RP NN VM VAUX VAUX SYM,NP NP2 NP2 NP3 VGF VGF VGF BLK,head head child head head child child head
1452,रोटी भी नहीं बना सकतीं क्या ?,NN RP NEG VM VAUX WQ SYM,NP NP VGF VGF VGF RBP BLK,head child child head child head head
1453,कस्तूरी - बहू नाराज क्यों हो रही हो ।,NNP SYM NN JJ WQ VM VAUX VAUX SYM,NP BLK NP2 JJP RBP VGF VGF VGF BLK2,head head head head head head child child head
1454,सब काम तो मैं ही की हूं ना तुम सिर्फ रोटी बेल रही हो ।,QF NN RP PRP RP VM VAUX RP PRP RP NN VM VAUX VAUX SYM,NP NP NP NP2 NP2 VGF VGF VGF NP3 NP4 NP4 VGF2 VGF2 VGF2 BLK,child head child head child head child child head child head head child child head
1455,वह भी इसलिये कि रोटी मुझसे बरोबर बेलते नहीं बनती ।,PRP RP PRP CC NN PRP JJ VM NEG VM SYM,NP NP NP2 CCP NP3 NP4 JJP VGNF VGF VGF BLK,head child head head head head head head child head head
1456,अगर मेरी नजर जबाब न देती तो रोटी भी बेल लेती ।,CC PRP NN NN NEG VM CC NN RP VM VAUX SYM,CCP NP NP2 NP3 VGF VGF CCP2 NP4 NP4 VGF2 VGF2 BLK,head head head head child head head head child head child head
1457,खटिया कब तोड़ती हूं घर का काम कोई नौकरानी तो नहीं करने आती इसके बाद पोते की देखभाल हम ही न कर रहे हैं ।,NN WQ VM VAUX NN PSP NN PRP NN RP NEG VM VM PRP NST NN PSP NN PRP RP RP VM VAUX VAUX SYM,NP NP2 VGF VGF NP3 NP3 NP4 NP5 NP5 NP5 NEGP VGNN VGF2 NP6 NP6 NP7 NP7 NP8 NP9 NP9 NP9 VGF3 VGF3 VGF3 BLK,head head head child head child head child head child head head head head child head child head head child child head child child head
1458,तुम तो सुबह स्कूल चली जाती हो चाय नाश्ता मैं ही बनाकर देती हूं ।,PRP RP NN NN VM VAUX VAUX NNC NN PRP RP VM VM VAUX SYM,NP NP NP2 NP3 VGF VGF VGF NP4 NP4 NP5 NP5 VGNF VGF2 VGF2 BLK,head child head head head child child child head head child head head child head
1459,शाम को बस रोटी बनाती हो ।,NN PSP RP NN VM VAUX SYM,NP NP NP2 NP2 VGF VGF BLK,head child child head head child head
1460,ठीक है कल से यह भी कर लिया करूंगी ।,JJ VM NN PSP PRP RP VM VAUX VAUX SYM,JJP VGF NP NP NP2 NP2 VGF2 VGF2 VGF2 BLK,head head head child head child head child child head
1461,रजनी - कल से नहीं अभी से ।,NNP SYM NN PSP NEG PRP PSP SYM,NP BLK NP2 NP2 NEGP NP3 NP3 BLK2,head head head child head head child head
1462,अलग - अलग रोटी बनाकर पेट भर खाओ ।,JJ SYM RDP NN VM NN RP VM SYM,NP NP NP NP VGNF NP2 NP2 VGF BLK,child child child head head head child head head
1463,कस्तूरी - क्या एक तवा दो रोटी ।,NNP SYM WQ QC NN QC NN SYM,NP BLK NP2 NP3 NP3 NP4 NP4 BLK2,head head head child head child head head
1464,रजनी - हां अभी से ।,NNP SYM INJ PRP PSP SYM,NP BLK BLK2 NP2 NP2 BLK3,head head head head child head
1465,कस्तूरी - बेटी तू बंटवारा कर रही है ।,NNP SYM NN PRP NN VM VAUX VAUX SYM,NP BLK NP2 NP3 NP4 VGF VGF VGF BLK2,head head head head head head child child head
1466,क्या इसी दिन के लिये हमने सपने देखे थे ।,WQ DEM NN PSP PSP PRP NN VM VAUX SYM,RBP NP NP NP NP NP2 NP3 VGF VGF BLK,head child head child child head head head child head
1467,रजनी - सभी मां बाप करते हैं तुमने कर दिया तो कौन सा तीर मार दिया ।,NNP SYM QF NNC NN VM VAUX PRP VM VAUX CC WQ RP NN VM VAUX SYM,NP BLK NP2 NP2 NP2 VGF VGF NP3 VGF2 VGF2 CCP NP4 NP4 NP4 VGF3 VGF3 BLK2,head head child child head head child head head child head child child head head child head
1468,खूब बनाओ खाओ ।,QF VM VM SYM,JJP VGF VGF2 BLK,head head head head
1469,मैं तुम्हारा बोझ नहीं ढो सकती ।,PRP PRP NN NEG VM VAUX SYM,NP NP2 NP3 VGF VGF VGF BLK,head head head child head child head
1470,तुम लोग मेरे साथ रहे तो मुझे ज़हर खाना पड़ सकता है ।,DEM NN PRP NST VM CC PRP NN VM VAUX VAUX VAUX SYM,NP NP NP2 NP2 VGF CCP NP3 NP4 VGF2 VGF2 VGF2 VGF2 BLK,child head head child head head head head head child child child head
1471,लो तवा गरम है आटा गूंथा है ।,VM NN JJ VM NN VM VAUX SYM,VGF NP JJP VGF2 NP2 VGF3 VGF3 BLK,head head head head head head child head
1472,बना लो बुढ़ऊ और अपनी रोटी ।,VM VAUX NN CC PRP NN SYM,VGF VGF NP CCP NP2 NP3 BLK,head child head head head head head
1473,मेरे और उनके भर की रोटी बन गयी है कहते हुए रजनी चूल्हे से दूर चली गयी ।,PRP CC PRP RP PSP NN VM VAUX VAUX VM VAUX NNP NN PSP NST VM VAUX SYM,NP CCP NP2 NP2 NP2 NP3 VGF VGF VGF VGNF VGNF NP4 NP5 NP5 NP5 VGF2 VGF2 BLK,head head head child child head head child child head child head head child child head child head
1474,कई दिन दोनों बलवीर काका और कस्तूरी काकी फांके में दिन गुजारे जब नहीं रहा गया तो बलवीर काका बोले रोहन की मां कब तक भूखे मरेंगे ।,QF NN QC NNP NN CC NNP NN NN PSP NN VM PRP NEG VM VAUX PRP NNP NN VM NNP PSP NN WQ PSP JJ VM SYM,NP NP NP2 NP3 NP3 CCP NP4 NP4 NP5 NP5 NP6 VGF NP7 VGF2 VGF2 VGF2 NP8 NP9 NP9 VGF3 NP10 NP10 NP11 NP12 NP12 JJP VGF4 BLK,child head head child head head child head head child head head head child head child head child head head head child head head child head head head
1475,अब तो बेटा भी नहीं पूछता है ।,PRP RP NN RP NEG VM VAUX SYM,NP NP NP2 NP2 VGF VGF VGF BLK,head child head child child head child head
1476,थाम लें हम दोनों चूल्हे चौके का काम ।,VM VAUX DEM NN NNC NN PSP NN SYM,VGF VGF NP NP NP2 NP2 NP2 NP3 BLK,head child child head child head child head head
1477,अब कोई सहारा नहीं है ।,PRP PRP NN NEG VM SYM,NP NP2 NP2 VGF VGF BLK,head child head child head head
1478,हम दोनों एक दूसरे के सहारे बने जब तक सांस है ।,DEM NN PRPC PRP PSP NN VM PRP PSP NN VM SYM,NP NP NP2 NP2 NP2 NP3 VGF NP4 NP4 NP5 VGF2 BLK,child head child head child head head head child head head head
1479,बेटा बहू की खुशी के लिये अब यह भी करना पड़ेगा ।,NNC NN PSP NN PSP PSP PRP PRP RP VM VAUX SYM,NP NP NP NP2 NP2 NP2 NP3 NP4 NP4 VGF VGF BLK,child head child head child child head head child head child head
1480,रजनी पहले खाना बना लेती इसके बाद नन्हे रोहित से संदेश भेजवाती कि जा दादी से बोल दे तवा गरम है रोटी बना ले ।,NNP NST NN VM VAUX PRP NST JJ NNP PSP NN VM CC VM NN PSP VM VAUX NN JJ VM NN VM VAUX SYM,NP NP2 NP3 VGF VGF NP4 NP4 NP5 NP5 NP5 NP6 VGF2 CCP VGF3 NP7 NP7 VGF4 VGF4 NP8 JJP VGF5 NP9 VGF6 VGF6 BLK,head head head head child head child child head child head head head head head child head child head head head head head child head
1481,"गैस , राशन आदि सभी सामानों की व्यवस्था खुद बलवीर काका करते ।",NN SYM NN RP QF NN PSP NN PRP NNP NN VM SYM,NP NP NP2 NP2 NP3 NP3 NP3 NP4 NP5 NP6 NP6 VGF BLK,head child head child child head child head head child head head head
1482,नन्हा रोहित तुतलाते हुए दादी को बोलकर चला जाता ।,JJ NNP VM VAUX NN PSP VM VM VAUX SYM,NP NP VGNF VGNF NP2 NP2 VGNF2 VGF VGF BLK,child head head child head child head head child head
1483,बेचारी बूढ़ी कस्तूरी आंखों में आंसू लिये रोटी सेंकती और बूढ़े बलवीर को दवाई खिला कर रोटी परोसती ।,JJ JJ NNP NN PSP NN VM NN VM CC JJ NNP PSP NN VM VAUX NN VM SYM,NP NP NP NP2 NP2 NP3 VGNF NP4 VGF CCP NP5 NP5 NP5 NP6 VGNF2 VGNF2 NP7 VGF2 BLK,child child head head child head head head head head child head child head head child head head head
1484,दोनों को जीते जी ना जाने क्यों नरक का दुःख मिल रहा था ।,NN PSP RBC RB NEG VM WQ NN PSP NN VM VAUX VAUX SYM,NP NP RBP RBP VGNN VGNN RBP2 NP2 NP2 NP3 VGF VGF VGF BLK,head child child head child head head head child head head child child head
1485,वे सोच - सोच कर बीमार रहने लगे ।,PRP VM SYM RDP VAUX JJ VM VAUX SYM,NP VGNF VGNF VGNF VGNF JJP VGF VGF BLK,head head child child child head head child head
1486,पापी पेट की भूख के लिये रोटी तो चाहिये ।,JJ NN PSP NN PSP PSP NN RP VM SYM,NP NP NP NP2 NP2 NP2 NP3 NP3 VGF BLK,child head child head child child head child head head
1487,दोनों का दिन काफी कष्टमय बीत रहा था ।,NN PSP NN QF JJ VM VAUX VAUX SYM,NP NP NP2 JJP JJP VGF VGF VGF BLK,head child head child head head child child head
1488,उधर रजनी काफी खुश थी रोहन भी पत्नी के दबाव में ।,NST NNP QF JJ VM NNP RP NN PSP NN PSP SYM,NP NP2 JJP JJP VGF NP3 NP3 NP4 NP4 NP5 NP5 BLK,head head child head head head child head child head child head
1489,रोहन तो सुबह दफ्तर चला जाता देर रात तक वापस आता ।,NNP RP NN NN VM VAUX NN NN PSP JJ VM SYM,NP NP NP2 NP3 VGF VGF NP4 NP4 NP4 JJP VGF2 BLK,head child head head head child child head child head head head
1490,रजनी रोहित को झूलाघर छोड़कर देर से स्कूल पहुंचती ।,NNP NNP PSP NN VM NN PSP NN VM SYM,NP NP2 NP2 NP3 VGNF NP4 NP4 NP5 VGF BLK,head head child head head head child head head head
1491,स्कूल से छूटती तो किटी पार्टियों का लुत्फ उठाती ।,NN PSP VM PRP NNC NN PSP NN VM SYM,NP NP VGF NP2 NP3 NP3 NP3 NP4 VGF2 BLK,head child head head child head child head head head
1492,रजनी की रोज़ - रोज़ की लेटलतीफी से उसकी क्लास के बच्चे उदण्डता करते ।,NNP PSP NN SYM RDP PSP NN PSP PRP NN PSP NN NN VM SYM,NP NP NP2 NP2 NP2 NP2 NP3 NP3 NP4 NP5 NP5 NP6 NP7 VGF BLK,head child head child child child head child head head child head head head head
1493,रजनी के रोज़ - रोज़ देर से स्कूल आने और बच्चों की उदण्डता की खबर स्कूल की संचालिका को लगी ।,NNP PSP NN SYM RDP NN PSP NN VM CC NN PSP NN PSP NN NN PSP NN PSP VM SYM,NP NP NP2 NP2 NP2 NP3 NP3 NP4 VGNN CCP NP5 NP5 NP6 NP6 NP7 NP8 NP8 NP9 NP9 VGF BLK,head child head child child head child head head head head child head child head head child head child head head
1494,वे रजनी के ऊपर निगाह जमाने लगीं ।,PRP NNP PSP NST NN VM VAUX SYM,NP NP2 NP2 NP2 NP3 VGF VGF BLK,head head child child head head child head
1495,जब तक रजनी न आती खुद क्लास लेती ।,PRP PSP NNP NEG VM PRP NN VM SYM,NP NP NP2 VGF VGF NP3 NP4 VGF2 BLK,head child head child head head head head head
1496,सप्ताह भर स्कूल संचालिका के नज़र रखने के बाद भी रजनी में परिवर्तन नहीं आया ।,NN RP NNC NN PSP NN VM PSP NST RP NNP PSP NN NEG VM SYM,NP NP NP2 NP2 NP2 NP3 VGNN VGNN VGNN VGNN NP4 NP4 NP5 VGF VGF BLK,head child child head child head head child child child head child head child head head
1497,वह अब रजनी की परेशानी को नजदीक से जानने की कोशिश करने लगी ।,PRP PRP NNP PSP NN PSP NST PSP VM PSP NN VM VAUX SYM,NP NP2 NP3 NP3 NP4 NP4 NP5 NP5 VGNN VGNN NP6 VGF VGF BLK,head head head child head child head child head child head head child head
1498,स्कूल की दूसरी शिक्षिकाओं से पूछताछ की पर सन्तुष्ट नहीं हुई ।,NN PSP QO NN PSP NN VM CC JJ NEG VM SYM,NP NP NP2 NP2 NP2 NP3 VGF CCP JJP VGF2 VGF2 BLK,head child child head child head head head head child head head
1499,एक दिन स्कूल की संचालिका स्कूल - टाइम में रजनी के घर जा पहुंची ।,QC NN NN PSP NN NNC SYM NN PSP NNP PSP NN VM VAUX SYM,NP NP NP2 NP2 NP3 NP4 NP4 NP4 NP4 NP5 NP5 NP6 VGF VGF BLK,child head head child head child child head child head child head head child head
1500,वहां बूढ़े बलवीर दर्द में कराह रहे थे ।,PRP JJ NNP NN PSP VM VAUX VAUX SYM,NP NP2 NP2 NP3 NP3 VGF VGF VGF BLK,head child head head child head child child head
1501,बूढ़ी कस्तूरी तवा पर रोटी जल्दी - जल्दी सेंक रही थी ।,JJ NNP NN PSP NN RB SYM RDP VM VAUX VAUX SYM,NP NP NP2 NP2 NP3 RBP RBP RBP VGF VGF VGF BLK,child head head child head head child child head child child head
1502,यह सब संचालिका चुपके से खड़ी देखती रही ।,DEM PRP NN RB RP JJ VM VAUX SYM,NP NP NP2 RBP RBP JJP VGF VGF BLK,child head head head child head head child head
1503,कस्तूरी रोटी लायी कांपते हुए हाथों से बलवीर की ओर बढ़ाते हुए बोली लो खाकर दवाई खा लो ।,NNP NN VM VM VAUX NN PSP NNP PSP NST VM VAUX VM VM VM NN VM VAUX SYM,NP NP2 VGF VGNF VGNF NP3 NP3 NP4 NP4 NP4 VGNF2 VGNF2 VGF2 VGF3 VGNF3 NP5 VGF4 VGF4 BLK,head head head head child head child head child child head child head head head head head child head
1504,कस्तूरी और बलवीर की दशा देखकर संचालिका की आंखों में आंसू उतर आये ।,NNP CC NNP PSP NN VM NN PSP NN PSP NN VM VAUX SYM,NP CCP NP2 NP2 NP3 VGNF NP4 NP4 NP5 NP5 NP6 VGF VGF BLK,head head head child head head head child head child head head child head
1505,वे आंसू को पीती हुई दरवाजा खटखटायी और बोली कोई है ।,PRP NN PSP VM VAUX NN VM CC VM PRP VM SYM,NP NP2 NP2 VGNF VGNF NP3 VGF CCP VGF2 NP4 VGF3 BLK,head head child head child head head head head head head head
1506,बलवीर - दर्द भूल कर बोले आ जाइये दरवाजा खुला है ।,NNP SYM NN VM VAUX VM VM VAUX NN VM VAUX SYM,NP BLK NP2 VGNF VGNF VGF VGF2 VGF2 NP3 VGF3 VGF3 BLK2,head head head head child head head child head head child head
1507,संचालिका - आप लोग अकेले रहते हैं ।,NN SYM DEM NN JJ VM VAUX SYM,NP BLK NP2 NP2 JJP VGF VGF BLK2,head head child head head head child head
1508,बलवीर - नहीं बेटा बहू और एक पोता भी है ।,NNP SYM NEG NNC NN CC QC NN RP VM SYM,NP BLK NEGP NP2 NP2 CCP NP3 NP3 NP3 VGF BLK2,head head head child head head child head child head head
1509,अभी तो हम पांच सदस्य हैं घर में ।,PRP RP PRP QC NN VM NN PSP SYM,NP NP NP2 NP3 NP3 VGF NP4 NP4 BLK,head child head child head head head child head
1510,संचालिका - कांपते हाथों से अम्मा रोटी क्यों बना रही थी ।,NN SYM VM NN PSP NN NN WQ VM VAUX VAUX SYM,NP BLK VGNF NP2 NP2 NP3 NP4 RBP VGF VGF VGF BLK2,head head head head child head head head head child child head
1511,कस्तूरी - बहू काम पर जाती है ना ।,NNP SYM NN NN PSP VM VAUX RP SYM,NP BLK NP2 NP3 NP3 VGF VGF VGF BLK2,head head head head child head child child head
1512,फुर्सत नहीं मिलती उसको ।,NN NEG VM PRP SYM,NP VGF VGF NP2 BLK,head child head head head
1513,घर और बाहर दोनों का काम देखना पड़ता है ना ।,NN CC NST QC PSP NN VM VAUX VAUX RP SYM,NP CCP NP2 NP3 NP3 NP4 VGF VGF VGF VGF BLK,head head head head child head head child child child head
1514,ऊपर से हम बूढ़ी - बूढ़े का बोझ भी ।,NST PSP DEM NNC SYM NN PSP NN RP SYM,NP NP NP2 NP2 NP2 NP2 NP2 NP3 NP3 BLK,head child child child child head child head child head
1515,संचालिका महोदया बलवीर और कस्तूरी के बिना कुछ कहे सब तहकीकात पूरी कर ली ।,NN NN NNP CC NNP PSP RP PRP VM QF NN JJ VM VAUX SYM,NP NP NP2 CCP NP3 NP3 NP4 NP4 VGF NP5 NP5 JJP VGF2 VGF2 BLK,child head head head head child child head head child head head head child head
1516,दूसरे दिन रजनी फिर देर से स्कूल पहुंची ।,QO NN NNP RB NN PSP NN VM SYM,NP NP NP2 RBP NP3 NP3 NP4 VGF BLK,child head head head head child head head head
1517,संचालिका महोदया उसका इंतजार ही कर रही थीं ।,NN NN PRP NN RP VM VAUX VAUX SYM,NP NP NP2 NP3 NP3 VGF VGF VGF BLK,child head head head child head child child head
1518,उसे क्लास में न जाकर अपने दफ्तर में हाजिर होने को बोलीं ।,PRP NN PSP NEG VM PRP NN PSP JJ VM PSP VM SYM,NP NP2 NP2 VGNF VGNF NP3 NP4 NP4 JJP VGNN VGNN VGF BLK,head head child child head head head child head head child head head
1519,रजनी संचालिका के ऑफिस में प्रवेश करते ही बोली कहिये मैडम क्यों तलब की हैं ।,NNP NN PSP NN PSP NN VM RP VM VM NN WQ NN VM VAUX SYM,NP NP2 NP2 NP3 NP3 NP4 VGNF VGNF VGF VGF2 NP5 RBP NP6 VGF3 VGF3 BLK,head head child head child head head child head head head head head head child head
1520,संचालिका - मैडम आप शिक्षा देने के काबिल नहीं हैं ।,NN SYM NN PRP NN VM PSP JJ NEG VM SYM,NP BLK NP2 NP3 NP4 VGNN VGNN JJP VGF VGF BLK2,head head head head head head child head child head head
1521,एकाउण्ट डिपार्टमेण्ट से अपना हिसाब करवा लीजिये ।,NNC NN PSP PRP NN VM VAUX SYM,NP NP NP NP2 NP3 VGF VGF BLK,child head child head head head child head
1522,रजनी - कालेज में पढाने की योग्यता है मेरे पास ।,NNP SYM NN PSP VM PSP NN VM PRP NST SYM,NP BLK NP2 NP2 VGNN VGNN NP3 VGF NP4 NP4 BLK2,head head head child head child head head head child head
1523,आपने मेरी डिग्रियां देखकर नौकरी दी थी ।,PRP PRP NN VM NN VM VAUX SYM,NP NP2 NP3 VGNF NP4 VGF VGF BLK,head head head head head head child head
1524,अयोग्यता का इल्जाम क्यों ।,NN PSP NN WQ SYM,NP NP NP2 RBP BLK,head child head head head
1525,"संचालिका - सेवा , त्याग और परमार्थ की शिक्षा देने वाले खुद बड़े बूढ़े बुजुर्गो पर अत्याचार करें तो क्या शिक्षा देंगे ।",NN SYM NN SYM NN CC NN PSP NN VM PSP PRP JJC JJ NN PSP NN VM CC WQ NN VM SYM,NP BLK NP2 NP2 NP3 CCP NP4 NP4 NP5 VGNN VGNN NP6 NP7 NP7 NP7 NP7 NP8 VGF CCP2 NP9 NP9 VGF2 BLK2,head head head child head head head child head head child head child child head child head head head child head head head
1526,आप जा सकती हैं ।,PRP VM VAUX VAUX SYM,NP VGF VGF VGF BLK,head head child child head
1527,रजनी - मैडम मुझसे अपराध हो गया है ।,NNP SYM NN PRP NN VM VAUX VAUX SYM,NP BLK NP2 NP3 NP4 VGF VGF VGF BLK2,head head head head head head child child head
1528,भगवान स्वरूप सास - ससुर से माफी मांग लूंगी ।,JJC JJ NNC SYM NN PSP NN VM VAUX SYM,NP NP NP NP NP NP NP2 VGF VGF BLK,child child child child head child head head child head
1529,उम्मीद है माफ कर देंगे ।,NN VM JJ VM VAUX SYM,NP VGF JJP VGF2 VGF2 BLK,head head head head child head
1530,संचालिका महोदया - चलो गाड़ी में बैठो ।,NN NN SYM VM NN PSP VM SYM,NP NP BLK VGF NP2 NP2 VGF2 BLK2,child head head head head child head head
1531,रजनी को लेकर संचालिका महोदया रजनी के घर पहुंची ।,NNP PSP VM NN NN NNP PSP NN VM SYM,NP NP VGNF NP2 NP2 NP3 NP3 NP4 VGF BLK,head child head child head head child head head head
1532,रजनी गाड़ी से उतर कर बलवीर और कस्तूरी के कमरे की ओर भागी ।,NNP NN PSP VM VAUX NNP CC NNP PSP NN PSP NST VM SYM,NP NP2 NP2 VGNF VGNF NP3 CCP NP4 NP4 NP5 NP5 NP5 VGF BLK,head head child head child head head head child head child child head head
1533,बलवीर का पैर पकड़ कर रोते हुए बोली मुझे माफ कर दो बाबूजी ।,NNP PSP NN VM VAUX VM VAUX VM PRP JJ VM VAUX NN SYM,NP NP NP2 VGNF VGNF VGNF2 VGNF2 VGF NP3 JJP VGF2 VGF2 NP4 BLK,head child head head child head child head head head head child head head
1534,बलवीर - माफी किस बात की ?,NNP SYM NN WQ NN PSP SYM,NP BLK NP2 NP3 NP3 NP3 BLK2,head head head child head child head
1535,क्या अपराध किया है तुमने ?,WQ NN VM VAUX PRP SYM,NP NP VGF VGF NP2 BLK,child head head child head head
1536,रजनी - मुझे अपने अपराध का पता चल गया है ।,NNP SYM PRP PRP NN PSP NN VM VAUX VAUX SYM,NP BLK NP2 NP3 NP4 NP4 NP5 VGF VGF VGF BLK2,head head head head head child head head child child head
1537,माफ कर दो ।,JJ VM VAUX SYM,JJP VGF VGF BLK,head head child head
1538,कस्तूरी - बेटी कैसा अपराध कैसी माफी कहते हुए गले से लगा ली ।,NNP SYM NN WQ NN WQ NN VM VAUX NN PSP VM VAUX SYM,NP BLK NP2 NP3 NP3 NP4 NP4 VGNF VGNF NP5 NP5 VGF VGF BLK2,head head head child head child head head child head child head child head
1539,बूढ़े बलवीर जबाब सवाल कर रहे घुटनों पर शरीर का बोझ डालते हुए उठे और रजनी के सिर पर हाथ फेरते हुए बोले बेटी तेरी खुशी में हम दोनों की खुशी है ।,JJ NNP NNC NN VM VAUX NN PSP NN PSP NN VM VAUX VM CC NNP PSP NN PSP NN VM VAUX VM NN PRP NN PSP DEM NN PSP NN VM SYM,NP NP NP2 NP2 VGF VGF NP3 NP3 NP4 NP4 NP5 VGNF VGNF VGF2 CCP NP6 NP6 NP7 NP7 NP8 VGNF2 VGNF2 VGF3 NP9 NP10 NP11 NP11 NP12 NP12 NP12 NP13 VGF4 BLK,child head child head head child head child head child head head child head head head child head child head head child head head head head child child head child head head head
1540,हमारी ओर से कोई शिकायत नहीं है ।,PRP NST PSP PRP NN NEG VM SYM,NP NP NP NP2 NP2 VGF VGF BLK,head child child child head child head head
1541,तुमने खुद प्रायश्चित कर लिया ।,PRP PRP NN VM VAUX SYM,NP NP2 NP3 VGF VGF BLK,head head head head child head
1542,रजनी खुशी के मारे उछल पड़ी और संचालिका के सामने हाथ जोड़कर खड़ी हो गयी ।,NNP NN PSP PSP VM VAUX CC NN PSP NST NN VM JJ VM VAUX SYM,NP NP2 NP2 NP2 VGF VGF CCP NP3 NP3 NP3 NP4 VGNF JJP VGF2 VGF2 BLK,head head child child head child head head child child head head head head child head
1543,संचालिका महोदया बोली धरती के भगवान माफ कर सकते हैं तो मैं क्यों नहीं ।,NN NN VM NN PSP NN JJ VM VAUX VAUX CC PRP WQ NEG SYM,NP NP VGF NP2 NP2 NP3 JJP VGF2 VGF2 VGF2 CCP NP4 RBP NEGP BLK,child head head head child head head head child child head head head head head
1544,अब क्या बूढ़ी आंखों में चमक और पतझड़ हुए जीवन में फिर से बहार छा गयी ।,PRP WQ JJ NN PSP NN CC NN VM NN PSP RB RP NN VM VAUX SYM,NP NP2 NP3 NP3 NP3 NP4 CCP NP5 VGNF NP6 NP6 RBP RBP NP7 VGF VGF BLK,head head child head child head head head head head child head child head head child head
1545,बूढ़े बलवीर का दर्द छूमन्तर हो गया ।,JJ NNP PSP NN NN VM VAUX SYM,NP NP NP NP2 NP3 VGF VGF BLK,child head child head head head child head
1546,वह कस्तूरी को चश्मा थमाते हुए बोले रोहन की मां देखो हमारे सपने ।,PRP NNP PSP NN VM VAUX VM NNP PSP NN VM PRP NN SYM,NP NP2 NP2 NP3 VGNF VGNF VGF NP4 NP4 NP5 VGF2 NP6 NP7 BLK,head head child head head child head head child head head head head head
1547,मेरा शरीर जिम्मेदारियों को बोझ समझने लगा है ।,PRP NN NN PSP NN VM VAUX VAUX SYM,NP NP2 NP3 NP3 NP4 VGF VGF VGF BLK,head head head child head head child child head
1548,दर्द से छलनी हो रहे इस कमजोर तन के सहारे पारिवारिक जिम्मेदारियों की वैतरिणी कैसे पार कर सकूंगी ।,NN PSP NN VM VAUX DEM JJ NN PSP NN JJ NN PSP NN WQ NN VM VAUX SYM,NP NP NP2 VGNF VGNF NP3 NP3 NP3 NP3 NP4 NP5 NP5 NP5 NP6 RBP NP7 VGF VGF BLK,head child head head child child child head child head child head child head head head head child head
1549,कोई दवा भी काट नहीं कर रही है ।,PRP NN RP NN NEG VM VAUX VAUX SYM,NP NP NP NP2 VGF VGF VGF VGF BLK,child head child head child head child child head
1550,थककर गिर ना जाऊं डर लगने लगा है अभिनन्दन के पापा ।,VM VM NEG VAUX NN VM VAUX VAUX NNP PSP NN SYM,VGNF VGF VGF VGF NP VGF2 VGF2 VGF2 NP2 NP2 NP3 BLK,head head child child head head child child head child head head
1551,सुशील - गीते तुम ना कभी हार मानी हो न मानोगी ।,NNP SYM NNP PRP NEG PRP NN VM VAUX NEG VM SYM,NP BLK NP2 NP3 NEGP NP4 NP5 VGF VGF VGF2 VGF2 BLK2,head head head head head head head head child child head head
1552,मुझे विश्वास है ।,PRP NN VM SYM,NP NP2 VGF BLK,head head head head
1553,तुम कैसे गिर सकती हो तुम्हारे सहारे तो मैं चल रहा हूं ।,PRP WQ VM VAUX VAUX PRP NN RP PRP VM VAUX VAUX SYM,NP RBP VGF VGF VGF NP2 NP3 NP3 NP4 VGF2 VGF2 VGF2 BLK,head head head child child head head child head head child child head
1554,मानता हूं तुम दुखी हो ।,VM VAUX PRP JJ VM SYM,VGF VGF NP JJP VGF2 BLK,head child head head head head
1555,दर्द के दरिया में डूबकर भी संयुक्त परिवार को ताकत दे रही हो ।,NN PSP NN PSP VM RP NNC NN PSP NN VM VAUX VAUX SYM,NP NP NP2 NP2 VGNF VGNF NP3 NP3 NP3 NP4 VGF VGF VGF BLK,head child head child head child child head child head head child child head
1556,गीता तुम्हारे त्याग का हमारा खानदान कर्जदार रहेगा ।,NNP PRP NN PSP PRP NN JJ VM SYM,NP NP2 NP3 NP3 NP4 NP5 JJP VGF BLK,head head head child head head head head head
1557,तुम जो कर रही हो वह किसी कठोर तपस्या से कम नहीं है ।,PRP PRP VM VAUX VAUX PRP PRP JJ NN PSP QF NEG VM SYM,NP NP2 VGF VGF VGF NP3 NP4 NP4 NP4 NP4 JJP VGF2 VGF2 BLK,head head head child child head child child head child head child head head
